split	sample_id	status	reason	hr_mean_brightness	hr_bright_ratio	lr_mean_brightness	lr_bright_ratio	hr_path	lr_path
train_64_256	010283	kept	kept	144.527008	0.000000	150.228607	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010283.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010283.tif
train_64_256	010284	kept	kept	146.023331	0.000000	138.242096	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010284.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010284.tif
train_64_256	010285	kept	kept	67.802460	0.000000	71.607910	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010285.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010285.tif
train_64_256	010286	kept	kept	102.963242	0.000000	103.382896	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010286.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010286.tif
train_64_256	010287	kept	kept	121.530136	0.030411	126.609207	0.015137	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010287.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010287.tif
train_64_256	010288	kept	kept	80.975510	0.000000	59.887375	0.004150	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010288.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010288.tif
train_64_256	010289	kept	kept	141.054321	0.000000	147.924973	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010289.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010289.tif
train_64_256	010290	kept	kept	152.570435	0.018982	141.728928	0.016602	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010290.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010290.tif
train_64_256	010291	kept	kept	54.277447	0.000000	49.892578	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010291.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010291.tif
train_64_256	010292	kept	kept	82.434265	0.002853	84.104904	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010292.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010292.tif
train_64_256	010293	kept	kept	111.290489	0.000000	89.990723	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010293.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010293.tif
train_64_256	010294	kept	kept	174.822144	0.075851	109.768478	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010294.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010294.tif
train_64_256	010295	kept	kept	81.996971	0.000000	102.535728	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010295.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010295.tif
train_64_256	010296	kept	kept	184.843155	0.047653	183.363358	0.117432	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010296.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010296.tif
train_64_256	010297	kept	kept	107.851006	0.000046	117.313072	0.000732	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010297.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010297.tif
train_64_256	010298	kept	kept	155.532211	0.000000	142.038971	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010298.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010298.tif
train_64_256	010299	kept	kept	83.769440	0.000000	81.256104	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010299.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010299.tif
train_64_256	010300	kept	kept	141.527023	0.000000	133.638840	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010300.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010300.tif
train_64_256	010301	rejected	planet_bright_ratio	227.111938	0.567764	218.726318	0.510742	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010301.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010301.tif
train_64_256	010302	rejected	planet_bright_ratio	205.328842	0.447525	168.400146	0.229492	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010302.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010302.tif
train_64_256	010303	kept	kept	142.646484	0.070221	105.090820	0.025146	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010303.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010303.tif
train_64_256	010304	kept	kept	91.949959	0.001526	68.979164	0.001953	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010304.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010304.tif
train_64_256	010305	kept	kept	131.861374	0.000000	141.631927	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010305.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010305.tif
train_64_256	010306	kept	kept	164.720398	0.000000	160.518799	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010306.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010306.tif
train_64_256	010307	kept	kept	144.670883	0.052338	118.600662	0.005615	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010307.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010307.tif
train_64_256	010308	kept	kept	112.463272	0.032867	98.500648	0.004150	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010308.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010308.tif
train_64_256	010309	kept	kept	108.956902	0.000000	87.790283	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010309.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010309.tif
train_64_256	010310	kept	kept	172.705887	0.133881	112.221436	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010310.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010310.tif
train_64_256	010311	kept	kept	71.673187	0.000000	104.406082	0.001221	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010311.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010311.tif
train_64_256	010312	rejected	planet_bright_ratio	192.220505	0.414108	187.887939	0.353027	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010312.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010312.tif
train_64_256	010313	kept	kept	157.634247	0.000000	152.139404	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010313.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010313.tif
train_64_256	010314	kept	kept	153.781570	0.008469	140.663895	0.007568	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010314.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010314.tif
train_64_256	010315	kept	kept	112.730675	0.000000	112.207687	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010315.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010315.tif
train_64_256	010316	kept	kept	100.792076	0.000000	95.016357	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010316.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010316.tif
train_64_256	010317	kept	kept	170.474915	0.220749	176.363770	0.207031	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010317.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010317.tif
train_64_256	010318	kept	kept	194.832108	0.309067	151.732269	0.043213	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010318.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010318.tif
train_64_256	010319	kept	kept	170.387939	0.086227	136.538727	0.058105	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010319.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010319.tif
train_64_256	010320	kept	kept	97.096748	0.003326	42.418701	0.002686	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010320.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010320.tif
train_64_256	010321	kept	kept	128.110382	0.000000	144.286469	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010321.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010321.tif
train_64_256	010322	kept	kept	182.491501	0.002777	170.364914	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010322.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010322.tif
train_64_256	010323	kept	kept	110.987854	0.015289	101.102051	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010323.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010323.tif
train_64_256	010324	kept	kept	92.636421	0.000458	85.469322	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010324.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010324.tif
train_64_256	010325	kept	kept	174.921738	0.003555	108.208084	0.044189	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010325.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010325.tif
train_64_256	010326	kept	kept	112.085815	0.001785	68.317467	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010326.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010326.tif
train_64_256	010327	kept	kept	67.570091	0.000000	116.089676	0.000488	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010327.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010327.tif
train_64_256	010328	rejected	planet_mean_brightness	244.509750	0.708237	212.510498	0.123535	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010328.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010328.tif
train_64_256	010329	kept	kept	125.136574	0.000000	128.338287	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010329.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010329.tif
train_64_256	010330	kept	kept	160.472427	0.010895	148.625732	0.004150	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010330.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010330.tif
train_64_256	010331	kept	kept	124.270699	0.000000	117.088455	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010331.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010331.tif
train_64_256	010332	kept	kept	117.897057	0.000000	111.920494	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010332.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010332.tif
train_64_256	010333	rejected	planet_mean_brightness	244.494553	0.815811	240.493011	0.730469	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010333.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010333.tif
train_64_256	010334	rejected	planet_bright_ratio	198.682144	0.365952	150.678070	0.002441	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010334.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010334.tif
train_64_256	010335	kept	kept	120.343025	0.004974	98.417404	0.006348	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010335.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010335.tif
train_64_256	010336	kept	kept	98.105888	0.004150	64.604904	0.005127	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010336.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010336.tif
train_64_256	010337	kept	kept	182.207703	0.000000	165.418365	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010337.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010337.tif
train_64_256	010338	kept	kept	130.185532	0.000000	125.294601	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010338.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010338.tif
train_64_256	010339	kept	kept	97.622513	0.003479	79.523849	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010339.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010339.tif
train_64_256	010340	kept	kept	92.227974	0.000000	115.100258	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010340.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010340.tif
train_64_256	010341	kept	kept	109.842018	0.000000	65.252274	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010341.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010341.tif
train_64_256	010342	kept	kept	113.479668	0.000000	88.852539	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010342.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010342.tif
train_64_256	010343	rejected	sentinel_bright_ratio	174.312408	0.093307	208.296310	0.634766	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010343.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010343.tif
train_64_256	010344	kept	kept	150.340530	0.001053	161.037598	0.001953	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010344.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010344.tif
train_64_256	010345	kept	kept	142.951294	0.000000	160.014893	0.014893	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010345.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010345.tif
train_64_256	010346	kept	kept	141.623718	0.003357	131.519363	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010346.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010346.tif
train_64_256	010347	kept	kept	108.528351	0.000000	109.320480	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010347.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010347.tif
train_64_256	010348	kept	kept	144.708374	0.008835	139.967621	0.008057	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010348.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010348.tif
train_64_256	010349	kept	kept	164.615967	0.103317	135.758881	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010349.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010349.tif
train_64_256	010350	rejected	planet_mean_brightness	249.199066	0.856995	217.890717	0.336914	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010350.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010350.tif
train_64_256	010351	kept	kept	89.305908	0.000473	76.332520	0.001465	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010351.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010351.tif
train_64_256	010352	kept	kept	125.528183	0.000015	140.305099	0.025146	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010352.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010352.tif
train_64_256	010353	kept	kept	121.320564	0.000000	134.559738	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010353.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010353.tif
train_64_256	010354	kept	kept	134.094528	0.000000	127.053543	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010354.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010354.tif
train_64_256	010355	kept	kept	135.758560	0.098694	124.434982	0.124023	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010355.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010355.tif
train_64_256	010356	kept	kept	91.727005	0.000854	92.677902	0.000488	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010356.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010356.tif
train_64_256	010357	kept	kept	109.281937	0.000000	59.513344	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010357.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010357.tif
train_64_256	010358	kept	kept	104.921303	0.000000	73.775070	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010358.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010358.tif
train_64_256	010359	kept	kept	89.418503	0.000504	119.044434	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010359.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010359.tif
train_64_256	010360	kept	kept	170.451080	0.029190	181.287994	0.057861	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010360.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010360.tif
train_64_256	010361	kept	kept	128.504349	0.000000	129.160980	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010361.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010361.tif
train_64_256	010362	kept	kept	125.910080	0.006348	121.711502	0.005371	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010362.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010362.tif
train_64_256	010363	kept	kept	151.036240	0.278214	141.195465	0.218506	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010363.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010363.tif
train_64_256	010364	kept	kept	139.742035	0.002777	134.820953	0.001465	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010364.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010364.tif
train_64_256	010365	kept	kept	132.511703	0.020401	117.007004	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010365.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010365.tif
train_64_256	010366	rejected	planet_bright_ratio	238.126190	0.704514	189.949631	0.159424	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010366.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010366.tif
train_64_256	010367	kept	kept	76.883400	0.004974	68.830490	0.005859	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010367.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010367.tif
train_64_256	010368	kept	kept	110.412338	0.000000	74.419273	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010368.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010368.tif
train_64_256	010369	kept	kept	135.287537	0.000000	123.298340	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010369.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010369.tif
train_64_256	010370	kept	kept	138.911530	0.009277	131.466553	0.004150	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010370.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010370.tif
train_64_256	010371	kept	kept	84.419777	0.145767	83.658852	0.179932	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010371.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010371.tif
train_64_256	010372	kept	kept	89.560738	0.002380	89.446701	0.000732	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010372.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010372.tif
train_64_256	010373	kept	kept	130.881561	0.000000	90.525711	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010373.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010373.tif
train_64_256	010374	kept	kept	130.781204	0.000000	81.857101	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010374.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010374.tif
train_64_256	010375	kept	kept	81.366524	0.000000	114.027588	0.001221	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010375.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010375.tif
train_64_256	010376	rejected	planet_mean_brightness	245.919403	0.856049	237.470703	0.673584	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010376.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010376.tif
train_64_256	010377	kept	kept	161.205658	0.000046	185.740402	0.018066	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010377.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010377.tif
train_64_256	010378	kept	kept	146.207047	0.028320	131.903656	0.024414	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010378.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010378.tif
train_64_256	010379	kept	kept	200.851639	0.234070	201.038086	0.233643	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010379.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010379.tif
train_64_256	010380	kept	kept	133.338623	0.000000	127.511063	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010380.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010380.tif
train_64_256	010381	kept	kept	162.623627	0.002625	134.158203	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010381.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010381.tif
train_64_256	010382	kept	kept	226.868866	0.307388	165.952240	0.019043	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010382.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010382.tif
train_64_256	010383	kept	kept	127.206642	0.049545	115.395103	0.062744	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010383.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010383.tif
train_64_256	010384	rejected	planet_mean_brightness	241.405869	0.870987	232.126877	0.847168	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010384.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010384.tif
train_64_256	010385	kept	kept	178.072556	0.009399	133.403412	0.000488	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010385.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010385.tif
train_64_256	010386	kept	kept	140.051254	0.000000	128.273117	0.000732	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010386.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010386.tif
train_64_256	010387	kept	kept	38.710648	0.000000	35.708740	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010387.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010387.tif
train_64_256	010388	kept	kept	110.989861	0.012787	101.501053	0.004395	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010388.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010388.tif
train_64_256	010389	kept	kept	98.108566	0.000000	78.949623	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010389.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010389.tif
train_64_256	010390	kept	kept	74.954254	0.009918	76.224609	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010390.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010390.tif
train_64_256	010391	kept	kept	64.160980	0.000000	111.134926	0.010986	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010391.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010391.tif
train_64_256	010392	rejected	planet_mean_brightness	253.929108	0.972443	225.221359	0.416992	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010392.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010392.tif
train_64_256	010393	kept	kept	140.946609	0.000000	136.086594	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010393.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010393.tif
train_64_256	010394	kept	kept	167.552780	0.196213	160.912262	0.092041	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010394.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010394.tif
train_64_256	010395	kept	kept	102.246429	0.000000	106.180740	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010395.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010395.tif
train_64_256	010396	kept	kept	98.249443	0.000000	88.763596	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010396.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010396.tif
train_64_256	010397	kept	kept	186.022034	0.001648	141.728027	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010397.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010397.tif
train_64_256	010398	rejected	planet_bright_ratio	224.647522	0.495453	178.801025	0.193848	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010398.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010398.tif
train_64_256	010399	kept	kept	130.612610	0.051010	99.867844	0.035645	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010399.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010399.tif
train_64_256	010400	kept	kept	149.366714	0.076309	111.930824	0.053467	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010400.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010400.tif
train_64_256	010401	kept	kept	124.363579	0.000000	154.693848	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010401.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010401.tif
train_64_256	010402	kept	kept	122.857437	0.000000	113.069412	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/010402.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/010402.tif
